Name,Party,Riding,Province,Status,ElectionNum
"SPENCE, Alberteen ",Green Party of Canada,CHURCHILL,Manitoba,0,41
"ST-AMANT, Valérie ",Green Party of Canada,LONGUEUIL--PIERRE-BOUCHER,Quebec,0,41
"STANNERS, Roxane ",Liberal,SAINT-LAMBERT,Quebec,0,41
"ST-DENIS, Lise ",New Democratic Party,SAINT-MAURICE--CHAMPLAIN,Quebec,1,41
"STEWART, Bobbi ",New Democratic Party,GUELPH,Ontario,0,41
"STEWART, Kris ",Liberal,KELOWNA--LAKE COUNTRY,British Columbia,0,41
"STOCKWELL, Michelle ",Liberal,HAMILTON EAST--STONEY CREEK,Ontario,0,41
"STOREY, Kate ",Green Party of Canada,DAUPHIN--SWAN RIVER--MARQUETTE,Manitoba,0,41
"STRELIOFF, Vicki ",Green Party of Canada,SASKATOON--ROSETOWN--BIGGAR,Saskatchewan,0,41
"STUCKE, Gayle ",Liberal,LAMBTON--KENT--MIDDLESEX,Ontario,0,41
"STUDD, Eileen ",Marxist-Leninist Party,JEANNE-LE BER,Quebec,0,41
"SULLIVAN, Dagmar ",Marxist-Leninist Party,MISSISSAUGA--ERINDALE,Ontario,0,41
"SULLIVAN, Linda ",Marxist-Leninist Party,CHÂTEAUGUAY--SAINT-CONSTANT,Quebec,0,41
"SZPAK, Lillian ",Liberal,ESQUIMALT--JUAN DE FUCA,British Columbia,0,41
"TABBERT, Christine ",Liberal,RENFREW--NIPISSING--PEMBROKE,Ontario,0,41
"TALBOT, Marie-Josée ",Liberal,RICHMOND--ARTHABASKA,Quebec,0,41
"TANGUAY, Anne-Marie ",Green Party of Canada,BAS-RICHELIEU--NICOLET--BÉCANCOUR,Quebec,0,41
"TENNIER, Anne ",Liberal,HAMILTON CENTRE,Ontario,0,41
"THÉORÊT, Johanne ",Conservative Party of Canada,MARC-AURÈLE-FORTIN,Quebec,0,41
"THI LAC, Ève-Mary Thaï ",Bloc Québécois,SAINT-HYACINTHE--BAGOT,Quebec,0,41
"THOMPSON, Pauline ",Green Party of Canada,SCARBOROUGH--AGINCOURT,Ontario,0,41
"THOMPSON, Sarah ",Marxist-Leninist Party,ETOBICOKE CENTRE,Ontario,0,41
"TREMBLAY, Lynette ",Green Party of Canada,MONTMAGNY--L’ISLET--KAMOURASKA--RIVIÈRE-DU-LOUP,Quebec,0,41
"TREMBLAY, Maude ",Bloc Québécois,PONTIAC,Quebec,0,41
"TRUPPE, Susan ",Conservative Party of Canada,LONDON NORTH CENTRE,Ontario,1,41
"TURMEL, Nycole ",New Democratic Party,HULL--AYLMER,Quebec,1,41
"VALASTRO, AnnaMaria ",Animal Alliance Environment Voters Party of Canada,LONDON NORTH CENTRE,Ontario,0,41
"VAN SCHIE, Roseanne ",Green Party of Canada,RENFREW--NIPISSING--PEMBROKE,Ontario,0,41
"VANDENBELD, Anita ",Liberal,OTTAWA WEST--NEPEAN,Ontario,0,41
"VERNER, Josée ",Conservative Party of Canada,LOUIS-SAINT-LAURENT,Quebec,0,41
"VILLAMIZAR, Margaret ",Marxist-Leninist Party,WINDSOR WEST,Ontario,0,41
"VILLEBRUN, Jennifer ",New Democratic Party,PEACE RIVER,Alberta,0,41
"VILLELLA, Leanna ",Conservative Party of Canada,WELLAND,Ontario,0,41
"VOISINE, Cheryl ",New Democratic Party,MÉGANTIC--L'ÉRABLE,Quebec,0,41
"VON KOENIG, Katarina ",Conservative Party of Canada,TORONTO--DANFORTH,Ontario,0,41
"WAGNER, Anna Lisa ",Green Party of Canada,CALGARY WEST,Alberta,0,41
"WALKER, Deborah J. ",Liberal,BLACKSTRAP,Saskatchewan,0,41
"WALKER, Liz ",Green Party of Canada,NEWTON--NORTH DELTA,British Columbia,0,41
"WALLACE, Susan ",New Democratic Party,TORONTO CENTRE,Ontario,0,41
"WALTERS, Audrey ",Conservative Party of Canada,YORK WEST,Ontario,0,41
"WATERS, Cindy ",Liberal,PARRY SOUND--MUSKOKA,Ontario,0,41
"WEBBER, Wanda ",Conservative Party of Canada,DARTMOUTH--COLE HARBOUR,Nova Scotia,0,41
"WESLEY-ESQUIMAUX, Cynthia ",Liberal,YORK--SIMCOE,Ontario,0,41
"WHITE, Liz ",Animal Alliance Environment Voters Party of Canada,THORNHILL,Ontario,0,41
"WIEBE, Nettie ",New Democratic Party,SASKATOON--ROSETOWN--BIGGAR,Saskatchewan,0,41
"WILCOCK, Georgina ",Green Party of Canada,DON VALLEY WEST,Ontario,0,41
"WILHELM, Linda ",Liberal,FUNDY ROYAL,New Brunswick,0,41
"WILLARD, M.J. ",Liberal,PORTAGE--LISGAR,Manitoba,0,41
"WILSON, Kelly ",Liberal,NEW BRUNSWICK SOUTHWEST,New Brunswick,0,41
"WILSON, Wendy ",New Democratic Party,PARRY SOUND--MUSKOKA,Ontario,0,41
"WONG, Alice ",Conservative Party of Canada,RICHMOND,British Columbia,1,41
"WONG, Meena ",New Democratic Party,VANCOUVER SOUTH,British Columbia,0,41
"WOOD, Marilyn ",Liberal,TIMMINS--JAMES BAY,Ontario,0,41
"YATCO, Irene C. ",Conservative Party of Canada,VANCOUVER EAST,British Columbia,0,41
"YELICH, Lynne ",Conservative Party of Canada,BLACKSTRAP,Saskatchewan,1,41
"YOUNG, Ellen ",Green Party of Canada,ELMWOOD--TRANSCONA,Manitoba,0,41
"YOUNG, Karen ",Liberal,FORT MCMURRAY--ATHABASCA,Alberta,0,41
"YOUNG, Wai ",Conservative Party of Canada,VANCOUVER SOUTH,British Columbia,1,41
"YOVANOFF, Nicole ",New Democratic Party,DON VALLEY WEST,Ontario,0,41
"YUAN, Wendy ",Liberal,VANCOUVER KINGSWAY,British Columbia,0,41
"ZARAC, Lise ",Liberal,LASALLE--ÉMARD,Quebec,0,41
"ZAVARELLA, Anastasia ",New Democratic Party,WELLINGTON--HALTON HILLS,Ontario,0,41
"ZIPCHEN, Patricia ",Liberal,SASKATOON--WANUSKEWIN,Saskatchewan,0,41
"ZORICIC, Katarina ",Green Party of Canada,ETOBICOKE CENTRE,Ontario,0,41
"ABBOTT, Elizabeth ",Animal Alliance Environment Voters Party of Canada,TORONTO--DANFORTH,Ontario,0,42
"ABBOTT, Lisa ",Liberal,SASKATOON WEST,Saskatchewan,0,42
"ADCOCK, Jessie ",Liberal,PORT MOODY--COQUITLAM,British Columbia,0,42
"AGLUKKAQ, Leona ",Conservative Party of Canada,NUNAVUT,Nunavut,0,42
"AHMAD, Mariam ",Communist Party of Canada,TORONTO CENTRE,Ontario,0,42
"ALDERSON, Jennifer ",Green Party of Canada,ESSEX,Ontario,0,42
"ALDRED, Melody Ann ",Christian Heritage Party of Canada,OXFORD,Ontario,0,42
"ALLAN, Elaine ",Conservative Party of Canada,VANCOUVER CENTRE,British Columbia,0,42
"ALLESLEV, Leona ",Liberal,AURORA--OAK RIDGES--RICHMOND HILL,Ontario,1,42
"AMBLER, Stella ",Conservative Party of Canada,MISSISSAUGA--LAKESHORE,Ontario,0,42
"AMBROSE, Rona ",Conservative Party of Canada,STURGEON RIVER--PARKLAND,Alberta,1,42
"ANAQUOD, Della ",Liberal,REGINA--QU'APPELLE,Saskatchewan,0,42
"ANASTASIOU, Maria ",Independent,HAMILTON CENTRE,Ontario,0,42
"ANDRADE, Margaret ",New Democratic Party,LEEDS--GRENVILLE--THOUSAND ISLANDS AND RIDEAU LAKES,Ontario,0,42
"ANDROUTSOS, Katerina ",Libertarian Party of Canada,SCARBOROUGH CENTRE,Ontario,0,42
"ANG, Yumi Yow Mei ",Green Party of Canada,MONTCALM,Quebec,0,42
"ASHTON, Niki ",New Democratic Party,CHURCHILL--KEEWATINOOK ASKI,Manitoba,1,42
"ASKIN, Peggy ",Marxist-Leninist Party,CALGARY MIDNAPORE,Alberta,0,42
"ASSOULINE, Valérie ",Conservative Party of Canada,PIERREFONDS--DOLLARD,Quebec,0,42
"ATKINSON, Melissa ",New Democratic Party,YUKON,Yukon,0,42
"AUBIN, Françoise ",Green Party of Canada,MADAWASKA--RESTIGOUCHE,New Brunswick,0,42
"AUDETTE, Michèle ",Liberal,TERREBONNE,Quebec,0,42
"AYALA, Paulina ",New Democratic Party,HONORÉ-MERCIER,Quebec,0,42
"BABINEAU, Mary Lou ",Green Party of Canada,FREDERICTON,New Brunswick,0,42
"BAETZ, Elaine ",Marxist-Leninist Party,KITCHENER SOUTH--HESPELER,Ontario,0,42
"BAIRD ELLAN, Carol ",New Democratic Party,BURNABY NORTH--SEYMOUR,British Columbia,0,42
"BALDWIN, Jeannie ",New Democratic Party,AVALON,Newfoundland and Labrador,0,42
"BALDWIN-SANDS, Lori ",Liberal,ELGIN--MIDDLESEX--LONDON,Ontario,0,42
"BANNON, Betty ",New Democratic Party,HASTINGS--LENNOX AND ADDINGTON,Ontario,0,42
"BANVILLE, Lorraine ",Green Party of Canada,LASALLE--ÉMARD--VERDUN,Quebec,0,42
"BARNES, Constance ",New Democratic Party,VANCOUVER CENTRE,British Columbia,0,42
"BARNETT, Lorraine E",Conservative Party of Canada,AVALON,Newfoundland and Labrador,0,42
"BARRETT, Lisa ",Green Party of Canada,VANCOUVER CENTRE,British Columbia,0,42
"BASTARACHE, Ann ",Conservative Party of Canada,BEAUSÉJOUR,New Brunswick,0,42
"BASTIANI, Corina ",Green Party of Canada,BÉCANCOUR--NICOLET--SAUREL,Quebec,0,42
"BATEMAN, Joyce ",Conservative Party of Canada,WINNIPEG SOUTH CENTRE,Manitoba,0,42
"BATRA, Mini ",Green Party of Canada,MILTON,Ontario,0,42
"BAUDET, Nathalie ",Green Party of Canada,CHARLESBOURG--HAUTE-SAINT-CHARLES,Quebec,0,42
"BEAUDOIN-JULIEN, Andrée-Anne ",Green Party of Canada,LOUIS-HÉBERT,Quebec,0,42
"BEAULIEU, Myriam ",New Democratic Party,RICHMOND--ARTHABASKA,Quebec,0,42
"BEAUSÉJOUR, Audrey ",Bloc Québécois,HONORÉ-MERCIER,Quebec,0,42
"BÉGIN, Aline ",Green Party of Canada,ABITIBI--TÉMISCAMINGUE,Quebec,0,42
"BÉLAIR ROLLAND, Janice ",Liberal,RIVIÈRE-DU-NORD,Quebec,0,42
"BENDAYAN, Rachel ",Liberal,OUTREMONT,Quebec,0,42
"BENNETT, Carolyn ",Liberal,TORONTO--ST. PAUL'S,Ontario,1,42
"BENSON, Sheri ",New Democratic Party,SASKATOON WEST,Saskatchewan,1,42
"BERGEN, Candice ",Conservative Party of Canada,PORTAGE--LISGAR,Manitoba,1,42
"BERNARDO, Beverly ",No affiliation to a recognised party,PAPINEAU,Quebec,0,42
"BEST, Janice ",New Democratic Party,OAKVILLE NORTH--BURLINGTON,Ontario,0,42
"BHIKHA, Jaymini ",Green Party of Canada,MISSISSAUGA EAST--COOKSVILLE,Ontario,0,42
"BIBEAU, Marie-Claude ",Liberal,COMPTON--STANSTEAD,Quebec,1,42
"BIELLO, Tina ",Green Party of Canada,LÉVIS--LOTBINIÈRE,Quebec,0,42
"BIGGAR, Elizabeth ",Green Party of Canada,PRINCE GEORGE--PEACE RIVER--NORTHERN ROCKIES,British Columbia,0,42
"BILEK, Michelle ",New Democratic Party,MISSISSAUGA--ERIN MILLS,Ontario,0,42
"BILEY, Barbara ",Marxist-Leninist Party,COURTENAY--ALBERNI,British Columbia,0,42
"BILODEAU, Hélène ",New Democratic Party,LÉVIS--LOTBINIÈRE,Quebec,0,42
"BIOLLO, Jacqueline ",Liberal,EDMONTON--WETASKIWIN,Alberta,0,42
"BLANCHETTE-LAMOTHE, Lysane ",New Democratic Party,PIERREFONDS--DOLLARD,Quebec,0,42
"BLANEY, Rachel ",New Democratic Party,NORTH ISLAND--POWELL RIVER,British Columbia,1,42
"BLOCK, Cynthia Marie ",Liberal,SASKATOON--UNIVERSITY,Saskatchewan,0,42
"BLOCK, Kelly ",Conservative Party of Canada,CARLTON TRAIL--EAGLE CREEK,Saskatchewan,1,42
"BOISSONNEAULT, Joanne ",New Democratic Party,BANFF--AIRDRIE,Alberta,0,42
"BOIVIN, Françoise ",New Democratic Party,GATINEAU,Quebec,0,42
"BONSANT, France ",Bloc Québécois,COMPTON--STANSTEAD,Quebec,0,42
"BORG, Charmaine ",New Democratic Party,TERREBONNE,Quebec,0,42
"BOSSÉ BÉLANGER, Jade ",Bloc Québécois,MOUNT ROYAL,Quebec,0,42
"BOUCHARD, Caroline ",Bloc Québécois,SHERBROOKE,Quebec,0,42
"BOUCHER, Sylvie ",Conservative Party of Canada,BEAUPORT--CÔTE-DE-BEAUPRÉ--ÎLE D’ORLÉANS--CHARLEVOIX,Quebec,1,42
"BOUDREAU, Hélène ",New Democratic Party,BEAUSÉJOUR,New Brunswick,0,42
"BOULANGER, Elise ",Green Party of Canada,VAUGHAN--WOODBRIDGE,Ontario,0,42
"BOURGEOIS, April ",New Democratic Party,REGINA--WASCANA,Saskatchewan,0,42
"BOURGEOIS, Diane ",Bloc Québécois,DRUMMOND,Quebec,0,42
"BOUTIN, Louise ",Green Party of Canada,RIMOUSKI-NEIGETTE--TÉMISCOUATA--LES BASQUES,Quebec,0,42
"BOUTIN-SWEET, Marjolaine ",New Democratic Party,HOCHELAGA,Quebec,1,42
"BOWMAN, Norah Mary ",New Democratic Party,KELOWNA--LAKE COUNTRY,British Columbia,0,42
"BRANIFF, Michele ",Green Party of Canada,CAMBRIDGE,Ontario,0,42
"BREAU, Dominique ",Green Party of Canada,ACADIE--BATHURST,New Brunswick,0,42
"BRETON, Chantal ",Green Party of Canada,MONTMAGNY--L’ISLET--KAMOURASKA--RIVIÈRE-DU-LOUP,Quebec,0,42
"BRETON FONTAINE, Marianne ",Communist Party of Canada,HOCHELAGA,Quebec,0,42
"BRIGUENE, Lynda ",Green Party of Canada,ALFRED-PELLAN,Quebec,0,42
"BROSSEAU, Ruth Ellen ",New Democratic Party,BERTHIER--MASKINONGÉ,Quebec,1,42
"BROWN, Caroline ",Green Party of Canada,DON VALLEY NORTH,Ontario,0,42
"BROWN, Haley ",Liberal,CALGARY MIDNAPORE,Alberta,0,42
"BROWN, Jenn ",New Democratic Party,BONAVISTA--BURIN--TRINITY,Newfoundland and Labrador,0,42
"BROWN, Lois ",Conservative Party of Canada,NEWMARKET--AURORA,Ontario,0,42
"BROWN, Stephanie ",New Democratic Party,AJAX,Ontario,0,42
"BROWN MACDONALD, Céline ",Green Party of Canada,BEAUCE,Quebec,0,42
"BROWN-HODGES, Megan ",Parti Rhinocéros,KINGS--HANTS,Nova Scotia,0,42
"BRYAN, Pamela Leslie ",Green Party of Canada,EDMONTON WEST,Alberta,0,42
"BUBANKO, Diane ",Conservative Party of Canada,HAMILTON EAST--STONEY CREEK,Ontario,0,42
"BUDILEAN, Angela ",Green Party of Canada,HONORÉ-MERCIER,Quebec,0,42
"BUDILEAN, Carmen ",Green Party of Canada,JONQUIÈRE,Quebec,0,42
"BURGENER, Ariana ",Green Party of Canada,MISSISSAUGA--LAKESHORE,Ontario,0,42
"BURTON, Cate ",Green Party of Canada,BERTHIER--MASKINONGÉ,Quebec,0,42
"BYRNE-PUUMALA, Krista ",Green Party of Canada,AVALON,Newfoundland and Labrador,0,42
"CADELL, Susan ",New Democratic Party,KITCHENER CENTRE,Ontario,0,42
"CAESAR-CHAVANNES, Celina ",Liberal,WHITBY,Ontario,1,42
"CAHN, Lisa Julie ",Independent,NOTRE-DAME-DE-GRÂCE--WESTMOUNT,Quebec,0,42
"CALOGHEROS, Tracy ",Liberal,CARIBOO--PRINCE GEORGE,British Columbia,0,42
"CARD, Claire ",New Democratic Party,SASKATOON--UNIVERSITY,Saskatchewan,0,42
"CARIGNAN, Johanne ",Bloc Québécois,RIMOUSKI-NEIGETTE--TÉMISCOUATA--LES BASQUES,Quebec,0,42
"CARIGNAN DESCHAMPS, Sacki ",Bloc Québécois,SAINT-MAURICE--CHAMPLAIN,Quebec,0,42
"CASSELMAN, Laura ",New Democratic Party,SCARBOROUGH--GUILDWOOD,Ontario,0,42
"CAVE, Joanne ",New Democratic Party,SHERWOOD PARK--FORT SASKATCHEWAN,Alberta,0,42
"CHAGGER, Bardish ",Liberal,WATERLOO,Ontario,1,42
"CHANG, Bin ",Conservative Party of Canada,SCARBOROUGH--AGINCOURT,Ontario,0,42
"CHANG, Helen Hee Soon ",Independent,BURNABY NORTH--SEYMOUR,British Columbia,0,42
"CHAPMAN, Carol-Lee ",Marxist-Leninist Party,WEST VANCOUVER--SUNSHINE COAST--SEA TO SKY COUNTRY,British Columbia,0,42
"CHARTRAND, Rebecca ",Liberal,CHURCHILL--KEEWATINOOK ASKI,Manitoba,0,42
"CHESNIK, Laura ",Marxist-Leninist Party,WINDSOR--TECUMSEH,Ontario,0,42
"CHIEF, Deborah ",New Democratic Party,SELKIRK--INTERLAKE--EASTMAN,Manitoba,0,42
"CHIVU, Daniela ",Conservative Party of Canada,DORVAL--LACHINE--LASALLE,Quebec,0,42
"CHOUINARD-BOUCHER, Maude ",Bloc Québécois,HULL--AYLMER,Quebec,0,42
"CHOW, Olivia ",New Democratic Party,SPADINA--FORT YORK,Ontario,0,42
"CHRISTIE, Kelly ",Green Party of Canada,CALGARY HERITAGE,Alberta,0,42
"CLARK, Myrna ",New Democratic Party,BARRIE--INNISFIL,Ontario,0,42
"CLEMENT, Bernadette ",Liberal,STORMONT--DUNDAS--SOUTH GLENGARRY,Ontario,0,42
"COADY, Maria Goretti ",Green Party of Canada,CAPE BRETON--CANSO,Nova Scotia,0,42
"COBURN, Stephanie ",Green Party of Canada,FUNDY ROYAL,New Brunswick,0,42
"COLDHAM, Nancy ",Liberal,THORNHILL,Ontario,0,42
"CORCORAN, Coreen ",Libertarian Party of Canada,OTTAWA--VANIER,Ontario,0,42
"CORMIER, Alicia ",New Democratic Party,SAANICH--GULF ISLANDS,British Columbia,0,42
"COUTURE, Marielle ",Parti Rhinocéros,JONQUIÈRE,Quebec,0,42
"COWIE, Trisha ",Liberal,PARRY SOUND--MUSKOKA,Ontario,0,42
"COYNE, Deborah ",Green Party of Canada,CARLETON,Ontario,0,42
"CRÊTE, Chantal ",New Democratic Party,ARGENTEUIL--LA PETITE-NATION,Quebec,0,42
"CROCKATT, Joan ",Conservative Party of Canada,CALGARY CENTRE,Alberta,0,42
"CROMWELL, Sharon ",Independent,DON VALLEY WEST,Ontario,0,42
"CUNDAL, Kerry ",Liberal,CALGARY SIGNAL HILL,Alberta,0,42
"DABRUSIN, Julie ",Liberal,TORONTO--DANFORTH,Ontario,1,42
"DADA, Toyin ",Conservative Party of Canada,ETOBICOKE NORTH,Ontario,0,42
"DALLAIRE, Gisèle ",New Democratic Party,LAC-SAINT-JEAN,Quebec,0,42
"DAMOFF, Pam ",Liberal,OAKVILLE NORTH--BURLINGTON,Ontario,1,42
"DANDENAULT, Christine ",Marxist-Leninist Party,HOCHELAGA,Quebec,0,42
"DANLEY, Sharon ",Green Party of Canada,SPADINA--FORT YORK,Ontario,0,42
"DAVIS, Erin ",Green Party of Canada,HAMILTON EAST--STONEY CREEK,Ontario,0,42
"DAY, Anne-Marie ",New Democratic Party,CHARLESBOURG--HAUTE-SAINT-CHARLES,Quebec,0,42
"DE MELLO, Tanya ",New Democratic Party,ETOBICOKE CENTRE,Ontario,0,42
"DEJEAN, Dayana ",Strength in Democracy,HONORÉ-MERCIER,Quebec,0,42
"DEMERS, Julie ",Independent,BOURASSA,Quebec,0,42
"DENESIUK, Connie ",Liberal,SOUTH OKANAGAN--WEST KOOTENAY,British Columbia,0,42
"DERES, Mebreate ",Independent,EDMONTON MANNING,Alberta,0,42
"DERKAZ, Cindy ",Liberal,NORTH OKANAGAN--SHUSWAP,British Columbia,0,42
"DÉRY, Pascale ",Conservative Party of Canada,DRUMMOND,Quebec,0,42
"DESJARDINS, Karine ",Liberal,BELOEIL--CHAMBLY,Quebec,0,42
"DESROCHES, Gisèle ",Conservative Party of Canada,MONTCALM,Quebec,0,42
"DEVRIES, Irma ",Christian Heritage Party of Canada,PERTH--WELLINGTON,Ontario,0,42
"DHILLON, Anju ",Liberal,DORVAL--LACHINE--LASALLE,Quebec,1,42
"DHILLON, Simmi Saminder Kaur ",Green Party of Canada,LANGLEY--ALDERGROVE,British Columbia,0,42
"DI CARLO, Anna ",Marxist-Leninist Party,ETOBICOKE NORTH,Ontario,0,42
"DICKIE, Kathi ",New Democratic Party,PRINCE GEORGE--PEACE RIVER--NORTHERN ROCKIES,British Columbia,0,42
"DIELEMAN, Suzanna ",Conservative Party of Canada,LONDON--FANSHAWE,Ontario,0,42
"DOMINGOS, Patricia ",Strength in Democracy,SALABERRY--SUROÎT,Quebec,0,42
"DOOKERAN, Nira ",Green Party of Canada,OTTAWA--VANIER,Ontario,0,42
"DORÉ LEFEBVRE, Rosane ",New Democratic Party,ALFRED-PELLAN,Quebec,0,42
"DOUGLAS, Dianne ",New Democratic Party,MISSISSAUGA--MALTON,Ontario,0,42
"DOWNWARD, Pamela ",New Democratic Party,PICKERING--UXBRIDGE,Ontario,0,42
"DOYLE, Teresa ",Green Party of Canada,CARDIGAN,Prince Edward Island,0,42
"DUDAS, Adriana ",Liberal,REPENTIGNY,Quebec,0,42
"DUHAMEL, France ",New Democratic Party,VIMY,Quebec,0,42
"DUNCAN, Kirsty ",Liberal,ETOBICOKE NORTH,Ontario,1,42
"DUNCAN, Linda ",New Democratic Party,EDMONTON STRATHCONA,Alberta,1,42
"DURAND, Lise ",Green Party of Canada,SAINT-HYACINTHE--BAGOT,Quebec,0,42
"DUTT, Monika ",New Democratic Party,SYDNEY--VICTORIA,Nova Scotia,0,42
"DYCK, Carol ",Green Party of Canada,LONDON NORTH CENTRE,Ontario,0,42
"DZEROWICZ, Julie ",Liberal,DAVENPORT,Ontario,1,42
"EERT, Beverley ",Green Party of Canada,PORTAGE--LISGAR,Manitoba,0,42
"ELHAK, Dalila ",Green Party of Canada,BEAUPORT--LIMOILOU,Quebec,0,42
"ELLIS, Chloé ",Conservative Party of Canada,NEW WESTMINSTER--BURNABY,British Columbia,0,42
"ERSKINE-FOURNIER, Susan ",New Democratic Party,ST. CATHARINES,Ontario,0,42
"FAIRBAIRN, Margaret Leigh ",Seniors Party of Canada,THORNHILL,Ontario,0,42
"FESTERYGA, Audrey ",Liberal,ESSEX,Ontario,0,42
"FILATO, Rosannie ",New Democratic Party,SAINT-LÉONARD--SAINT-MICHEL,Quebec,0,42
"FINDLAY, Kerry-Lynne ",Conservative Party of Canada,DELTA,British Columbia,0,42
"FINLEY, Diane ",Conservative Party of Canada,HALDIMAND--NORFOLK,Ontario,1,42
"FLANNIGAN, Kara ",Green Party of Canada,SAULT STE. MARIE,Ontario,0,42
"FLEMING, JoAnne ",Green Party of Canada,SIMCOE--GREY,Ontario,0,42
"FLEURY-SAMSON, Kédina ",Bloc Québécois,AVIGNON--LA MITIS--MATANE--MATAPÉDIA,Quebec,0,42
"FONTAINE, Sylvie ",Conservative Party of Canada,SHEFFORD,Quebec,0,42
"FOOTE, Judy M",Liberal,BONAVISTA--BURIN--TRINITY,Newfoundland and Labrador,1,42
"FOUCRAULT, Marianne ",Conservative Party of Canada,BERTHIER--MASKINONGÉ,Quebec,0,42
"FOURNIER, Catherine ",Bloc Québécois,MONTARVILLE,Quebec,0,42
"FOWLER, Mary ",New Democratic Party,OSHAWA,Ontario,0,42
"FREELAND, Chrystia ",Liberal,UNIVERSITY--ROSEDALE,Ontario,1,42
"FREEMAN, Diane ",New Democratic Party,WATERLOO,Ontario,0,42
"FREEMAN, Mylène ",New Democratic Party,MIRABEL,Quebec,0,42
"FRIESEN, Tamela ",Green Party of Canada,REGINA--LEWVAN,Saskatchewan,0,42
"FROMHOLT, Rita Ann ",Green Party of Canada,BOW RIVER,Alberta,0,42
"FRY, Hedy ",Liberal,VANCOUVER CENTRE,British Columbia,1,42
"GAGNÉ, Marian ",Conservative Party of Canada,KITCHENER SOUTH--HESPELER,Ontario,0,42
"GAGNON, Lucie ",Liberal,PIERRE-BOUCHER--LES PATRIOTES--VERCHÈRES,Quebec,0,42
"GAJERSKI-CAULEY, Anne ",New Democratic Party,WELLINGTON--HALTON HILLS,Ontario,0,42
"GALLANT, Cheryl ",Conservative Party of Canada,RENFREW--NIPISSING--PEMBROKE,Ontario,1,42
"GASCON-DAVID, Catherine ",Parti Rhinocéros,AHUNTSIC-CARTIERVILLE,Quebec,0,42
"GAUTHIER, Élise ",Bloc Québécois,CHICOUTIMI--LE FJORD,Quebec,0,42
"GERL, Sylvia ",New Democratic Party,YORK--SIMCOE,Ontario,0,42
"GHETTUBA, Beatrice ",Liberal,ST. ALBERT--EDMONTON,Alberta,0,42
"GIGNAC, Jo-Anne ",Conservative Party of Canada,WINDSOR--TECUMSEH,Ontario,0,42
"GILL, Marilène ",Bloc Québécois,MANICOUAGAN,Quebec,1,42
"GINGRAS, Jacqui ",New Democratic Party,NORTH OKANAGAN--SHUSWAP,British Columbia,0,42
"GIROUARD-RIORDON, Riba ",Conservative Party of Canada,ACADIE--BATHURST,New Brunswick,0,42
"GLADU, Marilyn ",Conservative Party of Canada,SARNIA--LAMBTON,Ontario,1,42
"GOBINATH, Karthika ",Green Party of Canada,BRAMPTON WEST,Ontario,0,42
"GOERTZEN, Brianne ",New Democratic Party,WINNIPEG SOUTH,Manitoba,0,42
"GOLDSMITH-JONES, Pam ",Liberal,WEST VANCOUVER--SUNSHINE COAST--SEA TO SKY COUNTRY,British Columbia,1,42
"GONCHARENKO, Maryna ",Libertarian Party of Canada,EDMONTON GRIESBACH,Alberta,0,42
"GOULD, Karina ",Liberal,BURLINGTON,Ontario,1,42
"GREWAL, Nina ",Conservative Party of Canada,FLEETWOOD--PORT KELLS,British Columbia,0,42
"GRIFFIN, AJ ",New Democratic Party,SAINT JOHN--ROTHESAY,New Brunswick,0,42
"GROGUHÉ, Sadia ",New Democratic Party,LONGUEUIL--CHARLES-LEMOYNE,Quebec,0,42
"HAJDU, Patty ",Liberal,THUNDER BAY--SUPERIOR NORTH,Ontario,1,42
"HARDCASTLE, Cheryl ",New Democratic Party,WINDSOR--TECUMSEH,Ontario,1,42
"HARDER, Rachael ",Conservative Party of Canada,LETHBRIDGE,Alberta,1,42
"HARQUAIL, Maureen ",Conservative Party of Canada,DON VALLEY EAST,Ontario,0,42
"HARROP, Brandie ",Green Party of Canada,SHERWOOD PARK--FORT SASKATCHEWAN,Alberta,0,42
"HARVEY, Valerie ",Green Party of Canada,SASKATOON--UNIVERSITY,Saskatchewan,0,42
"HAWLEY-YAN, Emma ",Animal Alliance Environment Voters Party of Canada,WATERLOO,Ontario,0,42
"HAYWARD, Leah-Jane ",New Democratic Party,MALPEQUE,Prince Edward Island,0,42
"HEDJAZI, Niloufar ",Green Party of Canada,LAURENTIDES--LABELLE,Quebec,0,42
"HIGGINBOTHAM, Judy ",Liberal,SOUTH SURREY--WHITE ROCK,British Columbia,0,42
"HILL, Elizabeth ",Communist Party of Canada,DON VALLEY WEST,Ontario,0,42
"HOBBY, Pixie ",New Democratic Party,SOUTH SURREY--WHITE ROCK,British Columbia,0,42
"HOFFMAN, Rachel ",Marxist-Leninist Party,NOTRE-DAME-DE-GRÂCE--WESTMOUNT,Quebec,0,42
"HOLDING, Kathleen ",Green Party of Canada,SCARBOROUGH--GUILDWOOD,Ontario,0,42
"HOLLETT, Jennifer ",New Democratic Party,UNIVERSITY--ROSEDALE,Ontario,0,42
"HRYNYK, Suzanne ",New Democratic Party,KILDONAN--ST. PAUL,Manitoba,0,42
"HU, Bonnie ",Libertarian Party of Canada,SOUTH SURREY--WHITE ROCK,British Columbia,0,42
"HUGHES, Carol ",New Democratic Party,ALGOMA--MANITOULIN--KAPUSKASING,Ontario,1,42
"HUGHES, Elaine Marie ",Green Party of Canada,YORKTON--MELVILLE,Saskatchewan,0,42
