"ID","name","exitDataSet","lastElection","termsServed","finalVotePct","Party","needGhostRow"
9875,"KLEIN, Milton L.",1,"1965-11-08",1,50.64,"Lib",1
9928,"GUAY, Raynald",1,"1980-02-18",6,66.69,"Lib",1
9929,"COTE, Jean Pierre",1,"1968-06-25",2,60.69,"Lib",1
9934,"TREMBLAY, Rene",1,"1965-11-08",1,51.77,"Lib",1
9949,"FAVREAU, Guy",1,"1965-11-08",1,53.1,"Lib",1
9983,"BLOUIN, Gustave",1,"1974-07-08",4,67.16,"Lib",1
9998,"CHRETIEN, Jean",1,"1984-09-04",7,58.88,"Lib",1
10015,"EMARD, Rene",1,"1968-06-25",2,73.86,"Lib",1
10055,"LEBLANC, Fernand E.",1,"1974-07-08",4,58.8,"Lib",1
10058,"PRUD'HOMME, Marcel",1,"1988-11-21",8,47.22,"Lib",1
10062,"LEGAULT, Carl",1,"1968-06-25",2,53.66,"Lib",1
10067,"RIDEOUT, Margaret",1,"1965-11-08",1,49.68,"Lib",1
10070,"SALTSMAN, Max",1,"1974-07-08",4,41.58,"N.D.P.",1
10134,"ROSE, Mark",1,"1980-02-18",1,47.19,"N.D.P.",1
10165,"MACINNIS, Grace",1,"1972-10-30",2,56.81,"N.D.P.",1
10199,"SCHREYER, Ed",1,"1968-06-25",1,44.59,"N.D.P.",1
10244,"ORANGE, Bud",1,"1968-06-25",1,63.8,"Lib",1
10273,"BLACKBURN, Derek",1,"1988-11-21",6,41.46,"N.D.P.",1
10313,"ALEXANDER, Lincoln M.",1,"1980-02-18",4,38.56,"P.C.",1
10320,"MCKINLEY, Robert E.",1,"1979-05-22",4,59.22,"P.C.",1
10331,"CODE, Desmond M.",1,"1968-06-25",1,46.56,"P.C.",1
10353,"HEES, George",1,"1984-09-04",6,62.29,"P.C.",1
10372,"ANDRAS, Bob",1,"1979-05-22",4,44.87,"Lib",1
10375,"HOPKINS, Len",1,"1993-10-25",8,50.55,"Lib",1
10399,"SCOTT, Bill",1,"1988-11-21",7,46.82,"P.C.",1
10401,"HYMMEN, Keith R.",1,"1972-10-30",2,38.45,"Lib",1
10405,"TOLMIE, Donald R.",1,"1968-06-25",1,49.77,"Lib",1
10426,"STANBURY, Robert",1,"1974-07-08",3,48.28,"Lib",1
10428,"MCQUAID, Melvin J.",1,"1968-06-25",1,49.53,"P.C.",1
10432,"MACGUIGAN, Mark",1,"1980-02-18",4,52.02,"Lib",1
10475,"LANGLOIS, Paul",1,"1974-07-08",3,50.86,"Lib",1
10481,"GOYER, Jean Pierre",1,"1974-07-08",3,67.49,"Lib",1
10487,"FORTIN, Andre",1,"1974-07-08",2,60.13,"Ind.",1
10493,"ISABELLE, Gaston",1,"1984-09-04",6,40.58,"Lib",1
10496,"PELLETIER, Gerard",1,"1974-07-08",3,49.86,"Lib",1
10532,"THOMAS, J. Antonio",1,"1972-10-30",2,45.18,"Lib",1
10545,"TRUDEAU, Pierre Elliott",1,"1980-02-18",5,81.23,"Lib",1
10551,"ALLMAND, Warren",1,"1993-10-25",8,70.72,"Lib",1
10562,"LEFEBVRE, Tom",1,"1980-02-18",5,70.39,"Lib",1
10577,"MARCHAND, Jean",1,"1974-07-08",3,63.59,"Lib",1
10583,"BEAUDOIN, Leonel",1,"1974-07-08",2,43.22,"Ind.",1
10638,"MONGRAIN, J. Alfred",1,"1968-06-25",1,46.23,"Lib",1
10693,"JAMIESON, Don",1,"1979-05-22",4,70.34,"Lib",1
10696,"COTE, Florian",1,"1974-07-08",3,58.98,"Lib",1
10700,"JEROME, Jim",1,"1979-05-22",3,49.53,"Lib",1
10709,"NOEL, Aurelien",1,"1968-06-25",1,78.66,"Lib",1
10713,"OUELLET, Andre",1,"1993-10-25",8,51.98,"Lib",1
10723,"STANFIELD, Robert L.",1,"1974-07-08",3,49.26,"P.C.",1
10725,"YEWCHUK, Paul",1,"1979-05-22",3,58.67,"P.C.",1
10740,"PAPROSKI, Steve",1,"1988-11-21",6,40.03,"P.C.",1
10769,"MAZANKOWSKI, Don",1,"1988-11-21",6,65.33,"P.C.",1
10813,"STEWART, Doug",1,"1972-10-30",1,32.73,"Lib",1
10831,"FRASER, John A.",1,"1988-11-21",5,42.23,"P.C.",1
10842,"RITCHIE, Gordon",1,"1979-05-22",3,43.22,"P.C.",1
10848,"STEWART, Craig",1,"1974-07-08",2,66.91,"P.C.",1
10858,"GUAY, Joseph P.",1,"1974-07-08",2,42.55,"Lib",1
10866,"RICHARDSON, James",1,"1974-07-08",2,45.92,"Lib",1
10879,"CORBIN, Eymard G.",1,"1980-02-18",4,65.83,"Lib",1
10885,"SMITH, G.A. Percy",1,"1972-10-30",1,47.25,"Lib",1
10903,"MARSHALL, Jack",1,"1974-07-08",2,59.29,"P.C.",1
10905,"MCGRATH, James A.",1,"1984-09-04",5,78.3,"P.C.",1
10907,"CARTER, Walter C.",1,"1974-07-08",2,53.94,"P.C.",1
10932,"FOSTER, Maurice",1,"1988-11-21",6,53.24,"Lib",1
10938,"WHICHER, Ross",1,"1972-10-30",1,45.32,"Lib",1
10940,"STEWART, Ralph",1,"1974-07-08",2,54.25,"Lib",1
10943,"CACCIA, Charles",1,"2000-11-27",9,66.72,"Lib",1
10946,"KAPLAN, Bob",1,"1988-11-21",4,60.52,"Lib",1
11008,"TURNER, Charlie",1,"1980-02-18",4,48.05,"Lib",1
11012,"BUCHANAN, Judd",1,"1980-02-18",4,44.18,"Lib",1
11022,"KNOWLES, Bill",1,"1974-07-08",2,48.42,"P.C.",1
11029,"BROADBENT, Ed",1,"1988-11-21",6,44.33,"N.D.P.",1
11077,"PENNER, Keith",1,"1984-09-04",5,41.72,"Lib",1
11083,"ROY, Jean Robert",1,"1974-07-08",2,51.12,"Lib",1
11145,"TRUDEL, Jacques L.",1,"1974-07-08",2,59.99,"Lib",1
11170,"PORTELANCE, Arthur",1,"1980-02-18",4,72.39,"Lib",1
11183,"LA SALLE, Roch",1,"1984-09-04",6,73.91,"P.C.",1
11239,"DE BANE, Pierre",1,"1980-02-18",4,77.84,"Lib",1
11296,"SMITH, Walter",1,"1974-07-08",2,53.2,"Lib",1
11327,"TETRAULT, Oza",1,"1972-10-30",1,47.72,"Ind.",1
11345,"BENJAMIN, Les",1,"1988-11-21",6,57.57,"N.D.P.",1
11355,"DOUGLAS, T.C. Tommy",1,"1974-07-08",2,40.92,"N.D.P.",1
11363,"MURTA, Jack",1,"1984-09-04",5,49.47,"P.C.",1
11369,"DUPRAS, Maurice",1,"1980-02-18",4,66.55,"Lib",1
11372,"MACKAY, Elmer M.",1,"1988-11-21",6,48.58,"P.C.",1
11378,"L'HEUREUX, Yvon",1,"1972-10-30",1,53.22,"Lib",1
11383,"LAJOIE, Claude G.",1,"1980-02-18",4,68.48,"Lib",1
11395,"ANDRE, Harvie",1,"1988-11-21",5,53.72,"P.C.",1
11404,"BAWDEN, Peter",1,"1974-07-08",1,68.16,"P.C.",1
11423,"ROCHE, Doug",1,"1980-02-18",3,61.07,"P.C.",1
11428,"HURLBURT, Ken",1,"1974-07-08",1,63.52,"P.C.",1
11432,"HARGRAVE, Bert",1,"1980-02-18",3,70.32,"P.C.",1
11448,"TOWERS, Gordon",1,"1984-09-04",4,75.43,"P.C.",1
11452,"CLARK, Joe",1,"1988-11-21",5,44.51,"P.C.",1
11459,"SCHELLENBERGER, Stan",1,"1984-09-04",4,70.93,"P.C.",1
11463,"REYNOLDS, John",1,"1974-07-08",1,54.81,"P.C.",1
11471,"HUNTINGTON, Ron",1,"1980-02-18",2,59.36,"P.C.",1
11479,"MUNRO, Don",1,"1980-02-18",3,45.02,"P.C.",1
11496,"LEGGATT, Stuart",1,"1974-07-08",1,32.85,"N.D.P.",1
11502,"WHITTAKER, George",1,"1979-05-22",2,51.47,"P.C.",1
11506,"OBERLE, Frank",1,"1988-11-21",5,39.6,"P.C.",1
11538,"MCKINNON, Allan",1,"1984-09-04",4,46.34,"P.C.",1
11558,"EPP, Jake",1,"1988-11-21",5,55.53,"P.C.",1
11577,"MCKENZIE, Dan",1,"1984-09-04",4,52.36,"P.C.",1
11579,"MCCAIN, Fred",1,"1984-09-04",4,61.79,"P.C.",1
11604,"LEBLANC, Romeo",1,"1980-02-18",3,67.12,"Lib",1
11608,"HOWIE, J. Robert",1,"1984-09-04",4,58.85,"P.C.",1
11617,"BAKER, George",1,"2000-11-27",7,55.02,"Lib",1
11619,"ROMPKEY, Bill",1,"1993-10-25",6,77.14,"Lib",1
11627,"FIRTH, Wally",1,"1974-07-08",1,42.09,"N.D.P.",1
11675,"GILLIES, Jim",1,"1974-07-08",1,52.07,"P.C.",1
11679,"WISE, John",1,"1984-09-04",4,67.07,"P.C.",1
11685,"MCRAE, Paul",1,"1980-02-18",3,39.23,"Lib",1
11689,"ETHIER, Denis",1,"1980-02-18",3,68.46,"Lib",1
11698,"BAKER, Walter",1,"1980-02-18",3,53.55,"P.C.",1
11700,"MITGES, Gus",1,"1988-11-21",5,40.88,"P.C.",1
11706,"KEMPLING, Bill",1,"1988-11-21",5,52.07,"P.C.",1
11720,"O'SULLIVAN, Sean",1,"1974-07-08",1,39.51,"P.C.",1
11723,"ELLIS, Jack",1,"1984-09-04",4,54.33,"P.C.",1
11726,"JELINEK, Otto",1,"1988-11-21",5,54,"P.C.",1
11747,"COSSITT, Tom",1,"1980-02-18",3,51.22,"P.C.",1
11771,"LAWRENCE, Allan",1,"1984-09-04",4,59.34,"P.C.",1
11775,"POULIN, Hugh",1,"1974-07-08",1,43.33,"Lib",1
11780,"GAUTHIER, Jean Robert",1,"1993-10-25",6,70.47,"Lib",1
11795,"DARLING, Stan",1,"1988-11-21",5,43.25,"P.C.",1
11806,"JARVIS, Bill",1,"1980-02-18",3,47.5,"P.C.",1
11832,"STOLLERY, Peter",1,"1980-02-18",3,46.79,"Lib",1
11862,"NICHOLSON, Aideen",1,"1984-09-04",3,43.59,"Lib",1
11870,"RAILTON, Victor",1,"1974-07-08",1,56.52,"Lib",1
11898,"FLEMING, Jim",1,"1980-02-18",3,56.76,"Lib",1
11905,"STEVENS, Sinclair",1,"1984-09-04",4,62.18,"P.C.",1
11907,"MACDONALD, Daniel J.",1,"1974-07-08",1,53.99,"Lib",1
11918,"SAUVE, Jeanne",1,"1980-02-18",3,74.96,"Lib",1
11995,"BLAKER, Rod",1,"1980-02-18",3,59.74,"Lib",1
12036,"MORIN, Albanie",1,"1974-07-08",1,68.03,"Lib",1
12066,"LALONDE, Marc",1,"1980-02-18",3,71.49,"Lib",1
12108,"WAGNER, Claude",1,"1974-07-08",1,50.95,"P.C.",1
12129,"BEGIN, Monique",1,"1980-02-18",3,81.12,"Lib",1
12176,"NEIL, Doug",1,"1980-02-18",3,46.42,"P.C.",1
12186,"BALFOUR, Jim",1,"1974-07-08",1,36.88,"P.C.",1
12199,"HAMILTON, Frank",1,"1980-02-18",3,47.97,"P.C.",1
12211,"MALONE, Arnold",1,"1988-11-21",4,53.68,"P.C.",1
12249,"ELZINGA, Peter",1,"1984-09-04",3,70.57,"P.C.",1
12275,"GREENAWAY, Lorne",1,"1984-09-04",2,54.51,"P.C.",1
12285,"WENMAN, Robert L.",1,"1988-11-21",4,45.84,"P.C.",1
12311,"FRIESEN, Benno W.",1,"1988-11-21",4,43.48,"P.C.",1
12422,"MACLELLAN, Russell",1,"1993-10-25",4,75.79,"Lib",1
12473,"THOMSON, John",1,"1980-02-18",1,68.12,"P.C.",1
12516,"DAUDLIN, Robert",1,"1980-02-18",2,52.95,"Lib",1
12567,"HALLIDAY, Bruce",1,"1988-11-21",4,39.75,"P.C.",1
12613,"PARENT, Gib",1,"1997-06-02",2,49.7,"Lib",1
12667,"APPOLLONI, Ursula",1,"1980-02-18",2,47.21,"Lib",1
12730,"PINARD, Yvon",1,"1980-02-18",2,72.76,"Lib",1
12765,"LACHANCE, Claude Andre",1,"1980-02-18",2,75.86,"Lib",1
12954,"CROSBIE, John C.",1,"1988-11-21",4,61.54,"P.C.",1
12964,"LAMONTAGNE, J. Gilles",1,"1980-02-18",2,71.49,"Lib",1
12996,"CROSBY, Howard E.",1,"1988-11-21",4,44.75,"P.C.",1
13000,"RAE, Bob",1,"1980-02-18",2,40.37,"N.D.P.",1
13007,"SCOTT, Geoff",1,"1988-11-21",4,41.88,"P.C.",1
13010,"DE COTRET, Robert",1,"1988-11-21",1,56.21,"P.C.",1
13017,"CROMBIE, David",1,"1984-09-04",3,52.8,"P.C.",1
13034,"JOHNSTON, Donald J.",1,"1984-09-04",3,45.29,"Lib",1
13041,"TAYLOR, Gordon E.",1,"1984-09-04",2,76.2,"P.C.",1
13047,"KUSHNER, John",1,"1980-02-18",1,52.84,"P.C.",1
13078,"KILGOUR, David",1,"2004-06-28",7,42.82,"Lib",1
13083,"THACKER, Blaine",1,"1988-11-21",3,58.41,"P.C.",1
13104,"ROBINSON, Svend",1,"2000-11-27",6,37.39,"N.D.P.",1
13114,"MANLY, Jim",1,"1984-09-04",1,45.06,"N.D.P.",1
13140,"JEWETT, Pauline",1,"1984-09-04",2,46.18,"N.D.P.",1
13143,"COOK, Chuck",1,"1988-11-21",3,37.64,"P.C.",1
13154,"MCCUISH, Lorne",1,"1984-09-04",2,49.29,"P.C.",1
13162,"FULTON, Jim",1,"1988-11-21",3,52.7,"N.D.P.",1
13173,"MITCHELL, Margaret Anne",1,"1988-11-21",3,51.2,"N.D.P.",1
13216,"BLAIKIE, Bill",1,"2006-01-23",8,50.85,"N.D.P.",1
13219,"AXWORTHY, Lloyd",1,"1997-06-02",5,55.89,"Lib",1
13303,"MCDERMID, John",1,"1988-11-21",3,51.62,"P.C.",1
13315,"GURBIN, Gary M.",1,"1984-09-04",2,64.73,"P.C.",1
13322,"SPEYER, Chris",1,"1984-09-04",2,60.22,"P.C.",1
13345,"DE CORNEILLE, Roland",1,"1984-09-04",2,42.98,"Lib",1
13350,"FRETZ, Girve",1,"1988-11-21",3,38.51,"P.C.",1
13357,"WILSON, Michael",1,"1988-11-21",3,48.42,"P.C.",1
13362,"MACLAREN, Roy",1,"1993-10-25",1,61.24,"Lib",1
13459,"FENNELL, Scott",1,"1984-09-04",2,56.1,"P.C.",1
13475,"PEPIN, Jean Luc",1,"1980-02-18",1,53.48,"Lib",1
13483,"FLIS, Jesse",1,"1993-10-25",1,54.36,"Lib",1
13519,"GILCHRIST, Gordon",1,"1980-02-18",1,40.52,"P.C.",1
13529,"STEWART, Ronald A.",1,"1984-09-04",2,58.05,"P.C.",1
13538,"REID, Joe",1,"1984-09-04",2,49.73,"P.C.",1
13564,"CHENIER, J. Ray",1,"1980-02-18",1,51.93,"Lib",1
13575,"MCLEAN, Walter",1,"1988-11-21",3,45.11,"P.C.",1
13587,"PETERSON, Jim",1,"2006-01-23",5,55.23,"Lib",1
13633,"GASS, Mel",1,"1984-09-04",2,56.35,"P.C.",1
13814,"BERGER, David",1,"1993-10-25",4,61.72,"Lib",1
13856,"HERVIEUX PAYETTE, Celine",1,"1980-02-18",1,70.55,"Lib",1
13942,"MALEPART, Jean Claude",1,"1988-11-21",3,39.07,"Lib",1
13983,"KILLENS, Therese",1,"1984-09-04",2,42.48,"Lib",1
13990,"LAPIERRE, Jean",1,"1988-11-21",3,48.24,"Lib",1
14039,"GUSTAFSON, Len",1,"1988-11-21",3,46.81,"P.C.",1
14040,"ALTHOUSE, Vic",1,"1993-10-25",3,31.14,"N.D.P.",1
14043,"MCKNIGHT, Bill",1,"1988-11-21",3,44.98,"P.C.",1
14049,"HOVDEBO, Stan",1,"1988-11-21",3,43.24,"N.D.P.",1
14053,"DEJONG, Simon",1,"1993-10-25",4,34.43,"N.D.P.",1
14061,"OGLE, Bob",1,"1980-02-18",1,34.51,"N.D.P.",1
14129,"COOPER, Albert",1,"1988-11-21",2,54.29,"P.C.",1
14170,"DANTZER, Vincent M.",1,"1984-09-04",1,56.07,"P.C.",1
14183,"CARNEY, Pat",1,"1984-09-04",1,43.23,"P.C.",1
14268,"TOBIN, Brian",1,"1993-10-25",3,82.21,"Lib",1
14346,"DEANS, Ian",1,"1984-09-04",1,49.18,"N.D.P.",1
14441,"FRITH, Doug",1,"1984-09-04",1,41.3,"Lib",1
14484,"HENDERSON, George",1,"1984-09-04",1,49.78,"Lib",1
14587,"MASSE, Marcel",1,"1988-11-21",1,73.61,"P.C.",1
14715,"DANIS, Marcel",1,"1988-11-21",1,66.05,"P.C.",1
14807,"HEAP, Dan",1,"1988-11-21",2,38.55,"N.D.P.",1
14830,"MACDOUGALL, John A.",1,"1988-11-21",2,36.57,"P.C.",1
14833,"CLARK, Lee",1,"1988-11-21",2,46.78,"P.C.",1
14839,"MULRONEY, Brian",1,"1988-11-21",2,80.04,"P.C.",1
14911,"PORTER, Bob",1,"1988-11-21",1,58.92,"P.C.",1
15050,"TURNER, John N.",1,"1988-11-21",1,43.95,"Lib",1
15077,"WHITE, Brian",1,"1988-11-21",1,41.37,"P.C.",1
15140,"MERRITHEW, G.S. Gerry",1,"1988-11-21",1,43.07,"P.C.",1
15144,"ROBICHAUD, Fernand",1,"1993-10-25",2,76.15,"Lib",1
15251,"BOUDRIA, Don",1,"2004-06-28",5,47.86,"Lib",1
15256,"WINEGARD, Bill",1,"1988-11-21",1,43.21,"P.C.",1
15266,"COPPS, Sheila",1,"2000-11-27",5,52.85,"Lib",1
15301,"MARTIN, Shirley",1,"1988-11-21",1,38.6,"P.C.",1
15311,"CLIFFORD, Terry",1,"1988-11-21",1,38.33,"P.C.",1
15377,"GRAHAM, Bill",1,"2006-01-23",4,52.23,"Lib",1
15392,"HICKS, Bob",1,"1988-11-21",1,43.29,"P.C.",1
15417,"MCDOUGALL, Barbara",1,"1988-11-21",1,47.53,"P.C.",1
15481,"MARCHI, Sergio",1,"1997-06-02",3,73.62,"Lib",1
15513,"BERNIER, Gilles",1,"1993-10-25",2,40.45,"Ind.",1
15516,"HUDON, Jean Guy",1,"1988-11-21",1,58.37,"P.C.",1
15534,"GRAY, Darryl",1,"1988-11-21",1,58.83,"P.C.",1
15544,"BERTRAND, Gabrielle",1,"1988-11-21",1,53.97,"P.C.",1
15548,"GRISE, Richard",1,"1988-11-21",1,47.04,"P.C.",1
15641,"LAYTON, Bob",1,"1988-11-21",1,45.36,"P.C.",1
15677,"FONTAINE, Gabriel",1,"1988-11-21",1,57.44,"P.C.",1
15680,"LEBLANC, Nic",1,"1993-10-25",2,65.97,"B.Q.",1
15685,"TREMBLAY, Maurice",1,"1988-11-21",1,52.71,"P.C.",1
15700,"GERIN, Francois",1,"1988-11-21",1,60.29,"P.C.",1
15711,"JACQUES, Carole",1,"1988-11-21",1,54.76,"P.C.",1
15719,"FINESTONE, Sheila",1,"1997-06-02",3,62.26,"Lib",1
15771,"VEZINA, Monique",1,"1988-11-21",1,62.64,"P.C.",1
15776,"BOUCHARD, Benoit",1,"1988-11-21",1,76.38,"P.C.",1
15814,"GAGLIANO, Alfonso",1,"2000-11-27",4,76.66,"Lib",1
15829,"CHAREST, Jean",1,"1997-06-02",3,59.53,"P.C.",1
15850,"CADIEUX, Pierre H.",1,"1988-11-21",1,55.67,"P.C.",1
15860,"CHARTRAND, Gilbert",1,"1988-11-21",1,45.32,"P.C.",1
15918,"VAN DE WALLE, Walter",1,"1988-11-21",1,46.72,"P.C.",1
15939,"MCLAUGHLIN, Audrey",1,"1993-10-25",2,43.34,"N.D.P.",1
15943,"BOUCHARD, Lucien",1,"1993-10-25",2,75.56,"B.Q.",1
16082,"MANNING, Preston",1,"2000-11-27",2,64.81,"CA",1
16111,"CUMMINS, John",1,"2008-10-14",5,55.75,"C",1
16176,"SCHMIDT, Werner",1,"2004-06-28",3,48,"C",1
16199,"HILL, Jay",1,"2008-10-14",5,63.59,"C",1
16301,"DUHAMEL, Ronald J.",1,"2000-11-27",3,52.17,"Lib",1
16331,"HARVARD, John",1,"2000-11-27",3,36.21,"Lib",1
16339,"THOMPSON, Greg",1,"2008-10-14",4,58.32,"C",1
16356,"RIDEOUT, George S.",1,"1993-10-25",1,66.3,"Lib",1
16368,"MIFFLIN, Fred J.",1,"1997-06-02",2,35.25,"Lib",1
16381,"ANAWAK, Jack Iyerak",1,"1993-10-25",1,69.79,"Lib",1
16400,"CASEY, Bill",1,"2008-10-14",4,69.01,"Ind.",1
16405,"MACDONALD, Ron",1,"1993-10-25",1,50.81,"Lib",1
16461,"BELLEMARE, Eugene",1,"2000-11-27",3,51.01,"Lib",1
16466,"BELAIR, Reginald",1,"2000-11-27",3,54.22,"Lib",1
16479,"ASSADOURIAN, Sarkis",1,"2000-11-27",2,50.64,"Lib",1
16505,"PICKARD, Jerry",1,"2004-06-28",4,39.63,"Lib",1
16546,"PHINNEY, Beth",1,"2004-06-28",4,34.81,"Lib",1
16564,"NAULT, Bob",1,"2000-11-27",3,45.21,"Lib",1
16568,"CRAWFORD, Rex",1,"1993-10-25",1,63.78,"Lib",1
16571,"MILLIKEN, Peter",1,"2008-10-14",6,39.15,"Lib",1
16583,"JORDAN, Jim",1,"1993-10-25",1,52.57,"Lib",1
16592,"FONTANA, Joe",1,"2006-01-23",5,40.12,"Lib",1
16602,"GUARNIERI, Albina",1,"2008-10-14",6,50.16,"Lib",1
16616,"GAFFNEY, Beryl",1,"1993-10-25",1,59.64,"Lib",1
16618,"PILLITTERI, Gary",1,"2000-11-27",2,45.92,"Lib",1
16625,"WOOD, Bob",1,"2000-11-27",3,57.04,"Lib",1
16629,"STEWART, Christine",1,"1997-06-02",2,45.77,"Lib",1
16645,"HARB, Mac",1,"2000-11-27",3,40,"Lib",1
16652,"MANLEY, John",1,"2000-11-27",3,51.33,"Lib",1
16657,"CATTERALL, Marlene",1,"2004-06-28",4,41.78,"Lib",1
16679,"VANCLIEF, Lyle",1,"2000-11-27",3,50.46,"Lib",1
16704,"WAPPEL, Tom",1,"2006-01-23",5,47.83,"Lib",1
16706,"KARYGIANNIS, Jim",1,"2011-05-02",7,45.39,"Lib",1
16709,"LEE, Derek",1,"2008-10-14",6,58.78,"Lib",1
16735,"DROMISKY, Stan",1,"2000-11-27",2,36.98,"Lib",1
16737,"COMUZZI, Joe",1,"2006-01-23",5,36.01,"Lib",1
16739,"SERRE, Ben",1,"2000-11-27",2,62.4,"Lib",1
16773,"BEVILACQUA, Maurizio",1,"2008-10-14",7,49.18,"Lib",1
16792,"MCGUIRE, Joe",1,"2006-01-23",5,53.17,"Lib",1
16795,"PROUD, George",1,"1997-06-02",2,40.87,"Lib",1
16848,"CAUCHON, Martin",1,"2000-11-27",2,47.68,"Lib",1
16868,"ASSAD, Mark",1,"2000-11-27",3,51.45,"Lib",1
16885,"CODERRE, Denis",1,"2011-05-02",5,40.91,"Lib",1
16911,"MARTIN, Paul",1,"2006-01-23",5,48.41,"Lib",1
17009,"TREMBLAY, Benoit",1,"1993-10-25",1,62.95,"B.Q.",1
17029,"VENNE, Pierrette",1,"2000-11-27",3,43.98,"B.Q.",1
17040,"MAHEU, Shirley",1,"1993-10-25",1,70.05,"Lib",1
17074,"LAVIGNE, Raymond",1,"2000-11-27",2,51.27,"Lib",1
17100,"AXWORTHY, Chris",1,"1997-06-02",2,43.72,"N.D.P.",1
17119,"GREY, Deborah",1,"2000-11-27",3,51.22,"CA",1
17123,"LINCOLN, Clifford",1,"2000-11-27",2,74.16,"Lib",1
17139,"CHRETIEN, Jean",1,"2000-11-27",3,54.07,"Lib",1
17149,"CHATTERS, Dave",1,"2004-06-28",3,66.8,"C",1
17165,"ABLONCZY, Diane",1,"2011-05-02",6,70.17,"C",1
17172,"HANGER, Art",1,"2006-01-23",4,64.86,"C",1
17231,"MCCLELLAND, Ian",1,"1997-06-02",1,51.34,"Ref.",1
17241,"EPP, Ken",1,"2006-01-23",4,63.97,"C",1
17253,"HILL, Grant",1,"2000-11-27",2,70.05,"CA",1
17258,"SOLBERG, Monte",1,"2006-01-23",4,79.71,"C",1
17264,"PENSON, Charlie",1,"2004-06-28",3,65.13,"C",1
17270,"MILLS, Bob",1,"2006-01-23",4,75.75,"C",1
17275,"WILLIAMS, John",1,"2006-01-23",4,59.69,"C",1
17283,"BENOIT, Leon",1,"2011-05-02",6,79.79,"C",1
17289,"JOHNSTON, Dale",1,"2004-06-28",3,73.66,"C",1
17295,"THOMPSON, Myron",1,"2006-01-23",4,72.17,"C",1
17303,"BREITKREUZ, Cliff",1,"1997-06-02",1,64.82,"Ref.",1
17327,"MAYFIELD, Philip",1,"2000-11-27",2,59.63,"CA",1
17334,"GILMOUR, Bill",1,"1997-06-02",1,49.86,"Ref.",1
17350,"MARTIN, Keith",1,"2008-10-14",5,34.18,"Lib",1
17356,"STRAHL, Chuck",1,"2008-10-14",5,62.32,"C",1
17364,"WHITE, Randy",1,"2004-06-28",3,61.37,"C",1
17379,"ABBOTT, Jim",1,"2008-10-14",5,59.59,"C",1
17386,"GOUK, Jim",1,"2004-06-28",3,36.6,"C",1
17442,"STINSON, Darrel",1,"2004-06-28",3,46.39,"C",1
17450,"HART, Jim",1,"1997-06-02",1,53.06,"Ref.",1
17457,"HAYES, Sharon",1,"1997-06-02",1,43.61,"Ref.",1
17465,"HARRIS, Dick",1,"2011-05-02",6,56.17,"C",1
17493,"SCOTT, Mike",1,"1997-06-02",1,42.35,"Ref.",1
17507,"MEREDITH, Val",1,"2000-11-27",2,59.95,"CA",1
17541,"MCWHINNEY, Ted",1,"1997-06-02",1,42.14,"Lib",1
17551,"DHALIWAL, Herb",1,"2000-11-27",2,42.7,"Lib",1
17563,"ANDERSON, David",1,"2004-06-28",3,35.04,"Lib",1
17673,"SCOTT, Andy",1,"2006-01-23",4,41.8,"Lib",1
17697,"WAYNE, Elsie",1,"2000-11-27",2,50.92,"P.C.",1
17808,"BEAUMIER, Colleen",1,"2006-01-23",4,49.12,"Lib",1
17813,"STEWART, Jane",1,"2000-11-27",2,56.42,"Lib",1
17866,"COLLENETTE, David",1,"2000-11-27",2,66.6,"Lib",1
17876,"GODFREY, John",1,"2006-01-23",4,53.36,"Lib",1
17884,"SHEPHERD, Alex",1,"2000-11-27",2,45.2,"Lib",1
17918,"ROCK, Allan",1,"2000-11-27",2,56.37,"Lib",1
17934,"AUGUSTINE, Jean",1,"2004-06-28",3,50.24,"Lib",1
17946,"CHAMBERLAIN, Brenda",1,"2006-01-23",4,38.39,"Lib",1
17960,"REED, Julian",1,"2000-11-27",2,47.27,"Lib",1
17983,"BRYDEN, John",1,"2000-11-27",2,41.16,"Lib",1
17995,"STECKLE, Paul",1,"2006-01-23",4,39.84,"Lib",1
18019,"UR, Rose Marie",1,"2004-06-28",3,39.73,"Lib",1
18067,"O'BRIEN, Pat",1,"2004-06-28",3,38.08,"Lib",1
18097,"PARRISH, Carolyn",1,"2004-06-28",3,54.37,"Lib",1
18117,"BONIN, Raymond",1,"2006-01-23",4,43.31,"Lib",1
18147,"GROSE, Ivan",1,"2000-11-27",2,42.92,"Lib",1
18188,"FINLAY, John",1,"2000-11-27",2,35.55,"Lib",1
18211,"RICHARDSON, John Alexander",1,"2000-11-27",2,40.37,"Lib",1
18217,"ADAMS, Peter",1,"2004-06-28",3,43.55,"Lib",1
18295,"DEVILLERS, Paul",1,"2004-06-28",3,43.36,"Lib",1
18392,"COHEN, Shaughnessy",1,"1997-06-02",1,39.89,"Lib",1
18399,"EGGLETON, Art",1,"2000-11-27",2,71.09,"Lib",1
18429,"KRAFT SLOAN, Karen",1,"2000-11-27",2,46.5,"Lib",1
18462,"DUMAS, Maurice",1,"1997-06-02",1,40.87,"B.Q.",1
18480,"BELLEHUMEUR, Michel",1,"2000-11-27",2,57.06,"B.Q.",1
18486,"MERCIER, Paul",1,"1997-06-02",1,50.36,"B.Q.",1
18508,"LEBEL, Ghislain",1,"2000-11-27",2,49.94,"B.Q.",1
